image_id,split,candidate_tiles,saved_tiles,saved_positive_tiles,saved_negative_tiles,source_boxes,elapsed_seconds,status
14900,train,25,17,15,2,12,0.029795041999022942,success
14901,train,25,25,25,0,74,0.033761124999728054,success
14902,train,25,16,14,2,12,0.028344250000372995,success
14903,train,25,12,10,2,8,0.027401416999055073,success
14904,train,25,25,23,2,49,0.034151416999520734,success
14905,train,25,25,23,2,65,0.03479625000181841,success
14906,test,25,25,15,10,11,0.03301170799386455,success
14907,train,25,21,19,2,23,0.031377833998703863,success
14908,train,25,13,11,2,8,0.02682762499898672,success
14909,train,25,7,5,2,4,0.023454750000382774,success
14910,train,25,14,12,2,15,0.027628124997136183,success
14911,test,25,25,18,7,24,0.03564241699496051,success
14912,test,25,25,4,21,2,0.033255333997658454,success
14913,train,25,24,22,2,57,0.03317837499344023,success
14914,train,25,18,16,2,20,0.028962500000488944,success
14915,train,25,17,15,2,22,0.02979754200350726,success
14916,test,25,25,15,10,19,0.03349787499610102,success
14917,val,25,25,4,21,3,0.07401470899640117,success
14918,test,25,25,24,1,48,0.033307042001979426,success
14919,train,25,5,3,2,2,0.023011750003206544,success
14920,train,25,6,4,2,3,0.022936458000913262,success
14921,train,25,14,12,2,11,0.026821625004231464,success
14922,train,25,25,23,2,35,0.032948875006695744,success
14923,train,25,14,12,2,10,0.029777499999909196,success
14924,train,25,16,14,2,12,0.028668750004726462,success
14925,test,25,25,2,23,2,0.037552500005404,success
14926,train,25,24,22,2,38,0.04037608399812598,success
14927,train,25,22,20,2,28,0.033645875002548564,success
14928,val,25,25,5,20,3,0.03421083300054306,success
14929,test,25,25,20,5,40,0.03300429200317012,success
14930,train,25,18,16,2,14,0.029123874999640975,success
14931,train,25,24,22,2,61,0.034939917000883725,success
14932,train,25,24,22,2,32,0.033010499995725695,success
14933,test,25,25,5,20,5,0.033564625002327375,success
14934,train,25,4,2,2,1,0.022484374996565748,success
14935,train,25,3,1,2,1,0.022963458999583963,success
14936,train,25,22,20,2,41,0.03130816700286232,success
14937,train,25,18,16,2,25,0.030247791000874713,success
14938,train,25,23,21,2,39,0.03204633299901616,success
14939,test,25,25,15,10,15,0.03302420800173422,success
14940,train,25,4,2,2,2,0.021312457996828016,success
14941,train,25,11,9,2,6,0.024987708005937748,success
14942,train,25,20,18,2,25,0.030642167002952192,success
14943,train,25,19,17,2,27,0.03149512499658158,success
14944,train,25,24,22,2,42,0.03378350000275532,success
14945,train,25,7,5,2,6,0.023825083000701852,success
14946,train,25,23,21,2,40,0.03273100000660634,success
14947,train,25,12,10,2,5,0.026413333995151334,success
14948,train,25,25,24,1,40,0.03362720800214447,success
14949,val,25,25,20,5,30,0.049229584001295734,success
14950,val,25,25,4,21,1,0.06762633299513254,success
14951,test,25,25,11,14,11,0.035091625002678484,success
14952,val,25,25,19,6,40,0.03335308300302131,success
14953,train,25,25,23,2,105,0.03461249999963911,success
14954,train,25,21,19,2,17,0.030984666998847388,success
14955,train,25,23,21,2,47,0.0330702499995823,success
14956,test,25,25,4,21,3,0.0324659160032752,success
14957,train,25,5,3,2,3,0.022616125002969056,success
14958,train,25,12,10,2,5,0.026475624996237457,success
14959,val,25,25,17,8,20,0.03328620799584314,success
14960,test,25,25,22,3,49,0.03337091700086603,success
14961,val,25,25,2,23,1,0.03230141600215575,success
14962,train,25,22,20,2,35,0.03210020800179336,success
14963,test,25,25,5,20,4,0.033291666994045954,success
14964,train,25,25,23,2,56,0.03386725000018487,success
14965,train,25,25,24,1,52,0.03437899999698857,success
14966,train,25,21,19,2,29,0.033095457998570055,success
14967,train,25,15,13,2,15,0.029840082999726292,success
14968,train,25,22,20,2,24,0.03253429100004723,success
14969,train,25,3,1,2,1,0.0218801250011893,success
14970,test,25,25,5,20,4,0.032347959000617266,success
14971,train,25,5,3,2,2,0.02364758399926359,success
14972,test,25,25,20,5,30,0.033897082998009864,success
14973,val,25,25,2,23,1,0.031510459004493896,success
14974,train,25,24,22,2,50,0.034436750000168104,success
14975,train,25,18,16,2,14,0.03025179199903505,success
14976,train,25,23,21,2,40,0.032753834006143734,success
14977,val,25,25,17,8,15,0.033265124999161344,success
14978,test,25,25,12,13,13,0.033887584002513904,success
14979,train,25,18,16,2,17,0.029973791999509558,success
14980,test,25,25,6,19,5,0.03304466700501507,success
14981,train,25,4,2,2,2,0.02128274999995483,success
14982,val,25,25,17,8,17,0.03222020799876191,success
14983,train,25,6,4,2,1,0.022631166997598484,success
14984,train,25,14,12,2,20,0.02786000000196509,success
14985,train,25,5,3,2,2,0.023038083003484644,success
14986,val,25,25,17,8,39,0.03350637500261655,success
14987,train,25,15,13,2,14,0.028862125000159722,success
14988,train,25,25,23,2,56,0.05432200000359444,success
14989,train,25,17,15,2,13,0.029068083997117355,success
14990,train,25,9,7,2,10,0.02428554100333713,success
14991,test,25,25,22,3,44,0.035134958001435734,success
14992,train,25,18,16,2,15,0.030380708005395718,success
14993,test,25,25,22,3,43,0.03307966700231191,success
14994,train,25,4,2,2,1,0.02189908300351817,success
14995,train,25,20,18,2,26,0.03156604200194124,success
14996,train,25,23,21,2,52,0.0321416250008042,success
14997,test,25,25,8,17,4,0.032944165999651887,success
14998,train,25,7,5,2,5,0.023235959000885487,success
14999,train,25,19,17,2,13,0.02971520800201688,success
15,train,25,2,0,2,0,0.01904058399668429,success
150,train,25,2,0,2,0,0.020323249998909887,success
15000,train,25,7,5,2,3,0.02402737499505747,success
15001,train,25,20,18,2,32,0.03071737499703886,success
15002,test,25,25,6,19,6,0.03380737500265241,success
15003,train,25,24,22,2,33,0.032470167003339157,success
15004,train,25,7,5,2,5,0.023827291995985433,success
15005,test,25,25,19,6,49,0.033519749995321035,success
15006,train,25,21,19,2,12,0.030629292006778996,success
15007,val,25,25,8,17,4,0.0330437910015462,success
15008,test,25,25,3,22,3,0.032899416000873316,success
15009,val,25,25,17,8,47,0.03309241700480925,success
15010,train,25,9,7,2,7,0.024876916999346577,success
15011,train,25,4,2,2,1,0.02229504199931398,success
15012,test,25,25,25,0,130,0.036077999997360166,success
15013,train,25,14,12,2,5,0.031871791994490195,success
15014,train,25,14,12,2,7,0.03722470800130395,success
15015,train,25,4,2,2,2,0.03284466699551558,success
15016,test,25,25,4,21,2,0.03612983399943914,success
15017,train,25,4,2,2,1,0.02147833399794763,success
15018,train,25,12,10,2,6,0.027700542006641626,success
15019,train,25,6,4,2,2,0.023434417002135888,success
15020,train,25,3,1,2,1,0.021916375000728294,success
15021,train,25,13,11,2,8,0.029262834003020544,success
15022,train,25,16,14,2,15,0.029572624996944796,success
15023,test,25,25,6,19,4,0.03445908299909206,success
15024,train,25,22,20,2,30,0.03270154199708486,success
15025,train,25,23,21,2,24,0.032353375005186535,success
15026,train,25,15,13,2,9,0.0290058750033495,success
15027,train,25,4,2,2,2,0.02229595799872186,success
15028,val,25,25,15,10,14,0.03355587500118418,success
15029,train,25,16,14,2,12,0.028299750003498048,success
15030,train,25,24,22,2,47,0.03393024999968475,success
15031,train,25,5,3,2,2,0.02224379199469695,success
15032,train,25,4,2,2,1,0.022028790997865144,success
15033,train,25,3,1,2,1,0.021218458998191636,success
15034,train,25,8,6,2,6,0.02480420799838612,success
15035,val,25,25,2,23,2,0.03304487499553943,success
15036,train,25,23,21,2,43,0.03375712499837391,success
15037,train,25,19,17,2,24,0.030674417001137044,success
15038,train,25,25,23,2,47,0.03310991699981969,success
15039,test,25,25,16,9,17,0.03532087500207126,success
15040,train,25,3,1,2,1,0.021343708998756483,success
15041,train,25,4,2,2,1,0.02182070799608482,success
15042,test,25,25,16,9,34,0.052538625001034234,success
15043,train,25,23,21,2,45,0.03450966699892888,success
15044,train,25,10,8,2,4,0.02592470799572766,success
15045,train,25,4,2,2,1,0.021994624999933876,success
15046,train,25,4,2,2,1,0.02149058299983153,success
15047,test,25,25,6,19,3,0.034122249999199994,success
15048,train,25,24,22,2,44,0.03263662500103237,success
15049,train,25,6,4,2,3,0.03557425000326475,success
15050,train,25,24,22,2,38,0.03228516600211151,success
15051,train,25,24,22,2,66,0.03426875000150176,success
15052,train,25,5,3,2,4,0.023189041996374726,success
15053,test,25,25,21,4,27,0.03262383300170768,success
15054,train,25,9,7,2,3,0.02447579099680297,success
15055,train,25,13,11,2,5,0.027966083005594555,success
15056,test,25,25,18,7,34,0.0328957919991808,success
15057,train,25,25,23,2,48,0.03346708299795864,success
15058,train,25,25,23,2,54,0.034646416002942715,success
15059,test,25,25,10,15,5,0.03458804100228008,success
15060,train,25,4,2,2,1,0.02270529200177407,success
15061,train,25,4,2,2,1,0.022554750001290813,success
15062,val,25,25,11,14,10,0.03272141700290376,success
15063,train,25,23,21,2,29,0.03338641600566916,success
15064,train,25,21,19,2,48,0.03167470799962757,success
15065,train,25,11,9,2,8,0.026817874997504987,success
15066,train,25,24,22,2,36,0.03385662499931641,success
15067,train,25,23,21,2,34,0.03316258300037589,success
15068,train,25,22,20,2,28,0.06797058299707714,success
15069,train,25,20,18,2,26,0.04274962500494439,success
15070,train,25,17,15,2,17,0.02894462500262307,success
15071,train,25,24,22,2,47,0.033585583994863555,success
15072,val,25,25,5,20,5,0.03332191700610565,success
15073,val,25,25,20,5,23,0.033225708997633774,success
15074,train,25,17,15,2,10,0.02829070900043007,success
15075,train,25,11,9,2,8,0.02616258300258778,success
15076,val,25,25,8,17,3,0.03382670899736695,success
15077,train,25,5,3,2,2,0.021836250001797453,success
15078,train,25,6,4,2,2,0.022735457998351194,success
15079,train,25,7,5,2,4,0.023901666994788684,success
15080,train,25,15,13,2,14,0.029220459000498522,success
15081,train,25,6,4,2,4,0.022898541996255517,success
15082,train,25,9,7,2,3,0.024349749997782055,success
15083,train,25,14,12,2,6,0.028945834004844073,success
15084,val,25,25,1,24,1,0.0324227079981938,success
15085,train,25,16,14,2,14,0.029090957999869715,success
15086,test,25,25,16,9,32,0.03272274999471847,success
15087,val,25,25,17,8,16,0.03376700000080746,success
15088,train,25,20,18,2,20,0.03133416600030614,success
15089,train,25,3,1,2,1,0.021365749998949468,success
15090,test,25,25,22,3,31,0.0327394159976393,success
15091,val,25,25,7,18,6,0.03299500000139233,success
15092,train,25,11,9,2,7,0.02554795800097054,success
15093,train,25,25,24,1,45,0.033293000000412576,success
15094,train,25,25,24,1,57,0.03318220799701521,success
15095,train,25,22,20,2,41,0.032210083001700696,success
15096,train,25,17,15,2,14,0.02908962500077905,success
15097,train,25,20,18,2,27,0.029939667001599446,success
15098,train,25,3,1,2,1,0.02099354199890513,success
15099,test,25,25,19,6,25,0.03380283400474582,success
151,train,25,2,0,2,0,0.02407554200181039,success
15100,train,25,17,15,2,10,0.02876500000274973,success
15101,train,25,8,6,2,3,0.023718750002444722,success
15102,train,25,15,13,2,13,0.027192708002985455,success
15103,train,25,4,2,2,1,0.022108791999926325,success
15104,train,25,21,19,2,19,0.032387541999924,success
15105,train,25,18,16,2,20,0.02764575000037439,success
15106,train,25,4,2,2,2,0.022583124999073334,success
15107,train,25,21,19,2,24,0.03205958299804479,success
15108,train,25,5,3,2,2,0.022899167001014575,success
15109,train,25,9,7,2,3,0.025267707998864353,success
15110,train,25,23,21,2,53,0.03368604099523509,success
15111,train,25,20,18,2,42,0.03155670799606014,success
15112,train,25,17,15,2,11,0.02977229099633405,success
15113,train,25,25,23,2,63,0.03484283299621893,success
15114,train,25,21,19,2,57,0.032664041995303705,success
15115,train,25,20,18,2,23,0.031150708004133776,success
15116,train,25,25,23,2,44,0.03419791699707275,success
15117,train,25,25,23,2,23,0.03310508399590617,success
15118,train,25,8,6,2,3,0.02505804199608974,success
15119,train,25,18,16,2,12,0.02882550000504125,success
15120,train,25,23,21,2,49,0.054100625005958136,success
15121,train,25,4,2,2,1,0.022594416004722007,success
15122,train,25,24,22,2,51,0.033759541998733766,success
15123,train,25,15,13,2,13,0.02784208299999591,success
15124,train,25,3,1,2,1,0.02144899999984773,success
15125,train,25,6,4,2,2,0.022975708998274058,success
15126,train,25,19,17,2,17,0.030151582999678794,success
15127,train,25,3,1,2,1,0.020810832997085527,success
15128,train,25,21,19,2,29,0.03148733299894957,success
15129,val,25,25,5,20,2,0.03091054200194776,success
15130,train,25,14,12,2,12,0.02757766699505737,success
15131,train,25,8,6,2,5,0.024225083994679153,success
15132,train,25,15,13,2,10,0.027562458002648782,success
15133,train,25,21,19,2,30,0.03250924999883864,success
15134,test,25,25,22,3,43,0.03413870799704455,success
15135,train,25,7,5,2,5,0.023497166999732144,success
15136,train,25,5,3,2,2,0.02245920800487511,success
15137,train,25,13,11,2,6,0.02712374999828171,success
15138,test,25,25,19,6,33,0.0332780000026105,success
15139,train,25,3,1,2,1,0.021352709001803305,success
15140,train,25,19,17,2,21,0.03021058299782453,success
15141,test,25,25,22,3,62,0.033963791000132915,success
15142,train,25,5,3,2,2,0.023484249999455642,success
15143,train,25,4,2,2,1,0.021165250000194646,success
15144,train,25,17,15,2,18,0.028730209000059403,success
15145,train,25,23,21,2,63,0.03287362500122981,success
15146,train,25,5,3,2,2,0.02333658299903618,success
15147,train,25,19,17,2,17,0.03094237500044983,success
15148,train,25,23,21,2,30,0.03298683300090488,success
15149,train,25,3,1,2,1,0.022549000001163222,success
15150,val,25,25,18,7,16,0.034613541996805,success
15151,train,25,22,20,2,49,0.03382266699918546,success
15152,val,25,25,17,8,27,0.03417391699622385,success
15153,train,25,4,2,2,1,0.022110167003120296,success
15154,train,25,21,19,2,41,0.03261641699646134,success
15155,train,25,7,5,2,4,0.024238124999101274,success
15156,train,25,5,3,2,3,0.023073125004884787,success
15157,test,25,25,4,21,3,0.033433207994676195,success
15158,train,25,3,1,2,1,0.021944375002931338,success
15159,train,25,19,17,2,20,0.03136845800327137,success
15160,test,25,25,13,12,17,0.0353184589985176,success
15161,train,25,25,23,2,61,0.03499374999955762,success
15162,train,25,22,20,2,30,0.034264875001099426,success
15163,train,25,16,14,2,18,0.029613165999762714,success
15164,train,25,6,4,2,1,0.024397334003879223,success
15165,train,25,18,16,2,27,0.031261625001206994,success
15166,train,25,25,24,1,43,0.03749362500093412,success
15167,val,25,25,18,7,29,0.034018040998489596,success
15168,train,25,21,19,2,41,0.03276175000064541,success
15169,train,25,25,23,2,51,0.034920124999189284,success
15170,train,25,13,11,2,11,0.026185875001829118,success
15171,train,25,19,17,2,29,0.031027542005176656,success
15172,val,25,25,22,3,56,0.039983499998925254,success
15173,train,25,19,17,2,20,0.03233833400008734,success
15174,test,25,25,10,15,7,0.0631990420006332,success
15175,train,25,17,15,2,13,0.029237583999929484,success
15176,train,25,17,15,2,8,0.029746125001111068,success
15177,train,25,3,1,2,1,0.02199583400215488,success
15178,train,25,23,21,2,43,0.03285683300055098,success
15179,train,25,4,2,2,1,0.022102333001384977,success
15180,train,25,9,7,2,4,0.024225624998507556,success
15181,train,25,9,7,2,5,0.024149000004399568,success
15182,test,25,25,18,7,15,0.03262191699468531,success
15183,val,25,25,22,3,55,0.03332912499899976,success
15184,test,25,25,18,7,11,0.034231791003549006,success
15185,test,25,25,16,9,20,0.03330633400037186,success
15186,val,25,25,18,7,13,0.032854749995749444,success
15187,train,25,16,14,2,11,0.029281666000315454,success
15188,train,25,8,6,2,3,0.024572207999881357,success
15189,test,25,25,21,4,53,0.033336041000438854,success
15190,train,25,5,3,2,2,0.03482095800427487,success
15191,train,25,18,16,2,19,0.029435459000524133,success
15192,train,25,19,17,2,20,0.03095841700269375,success
15193,train,25,5,3,2,3,0.021936917000857648,success
15194,train,25,25,24,1,54,0.03386133299500216,success
15195,train,25,22,20,2,27,0.03199437500006752,success
15196,train,25,4,2,2,1,0.022637333000602666,success
15197,train,25,5,3,2,2,0.022060916999180336,success
15198,train,25,6,4,2,2,0.023269541998161003,success
15199,train,25,18,16,2,23,0.029992542004038114,success
152,train,25,2,0,2,0,0.019136791001074016,success
15200,train,25,23,21,2,27,0.03242004100320628,success
15201,train,25,25,23,2,41,0.033439582999562845,success
15202,train,25,17,15,2,18,0.030007916000613477,success
15203,train,25,9,7,2,6,0.024660000002768356,success
15204,train,25,19,17,2,17,0.029637999999977183,success
15205,train,25,18,16,2,16,0.030050583998672664,success
15206,train,25,25,23,2,31,0.03507387499848846,success
15207,train,25,13,11,2,8,0.026952874999551568,success
15208,train,25,7,5,2,4,0.02414262499951292,success
15209,train,25,9,7,2,8,0.02555945800122572,success
15210,test,25,25,19,6,32,0.03310312500252621,success
15211,train,25,23,21,2,34,0.032847208000021055,success
15212,train,25,25,25,0,78,0.03497658299602335,success
15213,train,25,19,17,2,18,0.03040299999702256,success
15214,train,25,13,11,2,10,0.02738708299875725,success
15215,train,25,16,14,2,20,0.02942658300162293,success
15216,train,25,25,23,2,47,0.03375025000423193,success
15217,train,25,23,21,2,47,0.03349608400458237,success
15218,test,25,25,18,7,34,0.03393616700486746,success
15219,train,25,6,4,2,2,0.02321187499910593,success
15220,val,25,25,6,19,3,0.03289020800002618,success
15221,train,25,8,6,2,5,0.024927250000473578,success
15222,val,25,25,2,23,1,0.03333749999728752,success
15223,train,25,6,4,2,3,0.023531083003035747,success
15224,train,25,24,22,2,57,0.03405991599720437,success
15225,train,25,5,3,2,2,0.02279258400085382,success
15226,test,25,25,14,11,12,0.03342262499791104,success
15227,train,25,24,22,2,36,0.03248208299919497,success
15228,train,25,16,14,2,14,0.02815224999358179,success
15229,train,25,20,18,2,19,0.03053779199399287,success
15230,test,25,25,12,13,13,0.033762500002922025,success
15231,val,25,25,20,5,33,0.03449916699901223,success
15232,train,25,22,20,2,15,0.030625875006080605,success
15233,val,25,25,6,19,4,0.03263245899870526,success
15234,train,25,25,25,0,37,0.03394687499530846,success
15235,train,25,23,21,2,39,0.03316433299914934,success
15236,train,25,11,9,2,7,0.025357792001159396,success
15237,test,25,25,8,17,7,0.03331095800240291,success
15238,train,25,11,9,2,4,0.02635125000233529,success
15239,train,25,18,16,2,17,0.029508540996175725,success
15240,train,25,11,9,2,5,0.02552287499565864,success
15241,test,25,25,17,8,22,0.06222787500155391,success
15242,train,25,25,24,1,82,0.03685308299463941,success
15243,train,25,8,6,2,5,0.02384291699854657,success
15244,train,25,3,1,2,1,0.021466167003381997,success
15245,train,25,17,15,2,16,0.030010957998456433,success
15246,train,25,25,24,1,39,0.03448891699372325,success
15247,train,25,25,23,2,43,0.033826582999608945,success
15248,test,25,25,20,5,25,0.033560415999090765,success
15249,train,25,17,15,2,13,0.028812000004108995,success
15250,val,25,25,12,13,8,0.033232207999390084,success
15251,train,25,13,11,2,8,0.027011582998966333,success
15252,val,25,25,23,2,31,0.033257750001212116,success
15253,train,25,18,16,2,20,0.03047562500432832,success
15254,train,25,18,16,2,14,0.030162125003698748,success
15255,test,25,25,21,4,56,0.03317408300063107,success
15256,train,25,12,10,2,7,0.02656649999698857,success
15257,val,25,25,19,6,32,0.03416887500497978,success
15258,train,25,15,13,2,17,0.04149291700014146,success
15259,train,25,24,22,2,41,0.03362091699818848,success
15260,val,25,25,13,12,10,0.03339191599661717,success
15261,test,25,25,3,22,2,0.03295679199800361,success
15262,train,25,13,11,2,10,0.026904416998149827,success
15263,train,25,21,19,2,23,0.03141320800204994,success
15264,train,25,16,14,2,20,0.027722416998585686,success
15265,train,25,21,19,2,18,0.03203804200165905,success
15266,val,25,25,20,5,33,0.0343219999995199,success
15267,train,25,24,22,2,46,0.033726334004313685,success
15268,train,25,17,15,2,25,0.02736325000296347,success
15269,train,25,25,23,2,44,0.034166042001743335,success
15270,val,25,25,23,2,52,0.033681583001452964,success
15271,train,25,21,19,2,36,0.03101500000047963,success
15272,val,25,25,16,9,18,0.033705541005474515,success
15273,val,25,25,3,22,2,0.03315070900134742,success
15274,test,25,25,15,10,15,0.032831959004397504,success
15275,val,25,25,20,5,71,0.0336228750020382,success
15276,train,25,19,17,2,22,0.02961979200335918,success
15277,test,25,25,23,2,70,0.03493387500202516,success
15278,train,25,22,20,2,19,0.032042291000834666,success
15279,train,25,24,22,2,43,0.03273316600098042,success
15280,train,25,21,19,2,20,0.05474374999903375,success
15281,train,25,11,9,2,7,0.028403416996297892,success
15282,val,25,25,4,21,3,0.03319424999790499,success
15283,train,25,10,8,2,6,0.02502812499733409,success
15284,train,25,12,10,2,12,0.02634925000165822,success
15285,train,25,19,17,2,35,0.030849499999021646,success
15286,train,25,3,1,2,1,0.021578291998594068,success
15287,train,25,24,22,2,51,0.032776417006971315,success
15288,train,25,11,9,2,7,0.025985542000853457,success
15289,train,25,24,22,2,39,0.033381749999534804,success
15290,train,25,9,7,2,5,0.024902291006583255,success
15291,train,25,25,24,1,97,0.03371066699764924,success
15292,train,25,11,9,2,6,0.025140707999526057,success
15293,val,25,25,14,11,12,0.03315791599743534,success
15294,train,25,23,21,2,23,0.03312329100299394,success
15295,val,25,25,3,22,3,0.031491624999034684,success
15296,train,25,25,24,1,133,0.035030625003855675,success
15297,train,25,9,7,2,4,0.025487667000561487,success
15298,train,25,11,9,2,6,0.025713957998959813,success
15299,train,25,15,13,2,12,0.02984483399632154,success
153,train,25,2,0,2,0,0.01996283300104551,success
15300,train,25,21,19,2,39,0.033151124996948056,success
15301,test,25,25,14,11,22,0.03371891700226115,success
15302,test,25,25,19,6,24,0.03355633399769431,success
15303,train,25,25,24,1,47,0.03344929200102342,success
15304,train,25,24,22,2,40,0.033527540996146854,success
15305,train,25,23,21,2,32,0.033597958004975226,success
15306,train,25,16,14,2,14,0.028473750004195608,success
15307,train,25,7,5,2,4,0.025741833000211045,success
15308,val,25,25,20,5,28,0.03376337499503279,success
15309,train,25,25,23,2,44,0.03436408300331095,success
15310,test,25,25,11,14,6,0.03339208300167229,success
15311,train,25,20,18,2,18,0.030627959000412375,success
15312,train,25,5,3,2,3,0.02323212500050431,success
15313,train,25,24,22,2,33,0.03280712499690708,success
15314,train,25,8,6,2,3,0.024541500002669636,success
15315,val,25,25,21,4,36,0.03321541599871125,success
15316,train,25,13,11,2,10,0.0266340830057743,success
15317,test,25,25,22,3,40,0.03288950000569457,success
15318,train,25,4,2,2,1,0.05152341599750798,success
15319,train,25,3,1,2,1,0.024704209004994482,success
15320,train,25,23,21,2,53,0.0334385839960305,success
15321,test,25,25,23,2,24,0.03319408300012583,success
15322,val,25,25,19,6,31,0.032850458002940286,success
15323,train,25,23,21,2,36,0.03152804199635284,success
15324,train,25,23,21,2,46,0.03233695900416933,success
15325,train,25,16,14,2,21,0.02879308399860747,success
15326,train,25,21,19,2,34,0.031099250001716428,success
15327,val,25,25,8,17,5,0.032915999996475875,success
15328,train,25,20,18,2,15,0.03069283300283132,success
15329,test,25,25,4,21,1,0.032018666999647394,success
15330,train,25,4,2,2,1,0.022501125000417233,success
15331,train,25,11,9,2,4,0.02564695799810579,success
15332,test,25,25,17,8,21,0.03358937500161119,success
15333,train,25,19,17,2,21,0.029946667003969196,success
15334,train,25,22,20,2,18,0.030880165999406017,success
15335,train,25,11,9,2,6,0.025939541999832727,success
15336,train,25,15,13,2,18,0.02693537499726517,success
15337,train,25,13,11,2,6,0.027940415995544754,success
15338,train,25,16,14,2,20,0.029032499995082617,success
15339,train,25,18,16,2,13,0.02902195799833862,success
15340,val,25,25,21,4,40,0.03338133299985202,success
15341,val,25,25,11,14,10,0.032648208005412016,success
15342,train,25,24,22,2,46,0.0337985000005574,success
15343,train,25,23,21,2,24,0.0324157089999062,success
15344,test,25,25,3,22,2,0.03290433299844153,success
15345,train,25,10,8,2,4,0.02504274999955669,success
15346,test,25,25,24,1,104,0.035401791996264365,success
15347,train,25,25,24,1,60,0.034609333000844344,success
15348,train,25,19,17,2,21,0.031953290999808814,success
15349,val,25,25,19,6,25,0.03316941700177267,success
15350,train,25,22,20,2,32,0.03285854199930327,success
15351,test,25,25,9,16,5,0.03248975000315113,success
15352,train,25,18,16,2,14,0.030053374997805804,success
15353,train,25,20,18,2,21,0.031038791996252257,success
15354,train,25,24,22,2,48,0.03432420799799729,success
15355,val,25,25,14,11,15,0.03281829199841013,success
15356,train,25,15,13,2,13,0.029070917000353802,success
15357,train,25,12,10,2,7,0.02694787499785889,success
15358,train,25,16,14,2,18,0.02894854199985275,success
15359,train,25,13,11,2,11,0.05306466599722626,success
15360,train,25,22,20,2,18,0.031235916998411994,success
15361,train,25,16,14,2,16,0.027553500003705267,success
15362,train,25,4,2,2,2,0.02227116599533474,success
15363,train,25,13,11,2,11,0.02723725000396371,success
15364,train,25,10,8,2,8,0.02580366699839942,success
15365,val,25,25,13,12,13,0.032411666004918516,success
15366,train,25,16,14,2,15,0.027959833001659717,success
15367,val,25,25,5,20,5,0.03193216700310586,success
15368,train,25,11,9,2,9,0.02665920800063759,success
15369,train,25,6,4,2,1,0.022712542006047443,success
15370,train,25,17,15,2,17,0.029944041001726873,success
15371,val,25,25,21,4,57,0.034005916997557506,success
15372,test,25,25,2,23,1,0.03397025000595022,success
15373,train,25,4,2,2,2,0.022058292001020163,success
15374,train,25,11,9,2,10,0.025354374993185047,success
15375,train,25,17,15,2,60,0.031182416001684032,success
15376,train,25,14,12,2,12,0.0277137919983943,success
15377,train,25,6,4,2,1,0.023299333006434608,success
15378,train,25,24,22,2,47,0.07075500000064494,success
15379,train,25,22,20,2,26,0.03310870800487464,success
15380,train,25,5,3,2,3,0.022175416997924913,success
15381,test,25,25,18,7,23,0.032610665999527555,success
15382,train,25,20,18,2,33,0.031142957996053156,success
15383,train,25,16,14,2,10,0.02876845900027547,success
15384,train,25,24,22,2,50,0.033918250002898276,success
15385,train,25,25,24,1,45,0.03294645800633589,success
15386,train,25,9,7,2,6,0.024937540998507757,success
15387,train,25,22,20,2,28,0.03135916700557573,success
15388,train,25,4,2,2,1,0.021757292000984307,success
15389,train,25,25,23,2,33,0.03283345900126733,success
15390,train,25,25,23,2,65,0.03419112499977928,success
15391,train,25,8,6,2,2,0.024096417000691872,success
15392,train,25,21,19,2,28,0.03163016599864932,success
15393,train,25,25,23,2,49,0.03343062500061933,success
15394,train,25,19,17,2,14,0.03003487499518087,success
15395,test,25,25,23,2,61,0.035405834001721814,success
15396,train,25,24,22,2,52,0.03442887499841163,success
15397,test,25,25,18,7,17,0.03844754199963063,success
15398,test,25,25,19,6,19,0.035709666000911966,success
15399,train,25,6,4,2,2,0.026742665999336168,success
154,train,25,2,0,2,0,0.023979458994290326,success
15400,train,25,7,5,2,2,0.024375332999625243,success
15401,train,25,4,2,2,2,0.02233904199965764,success
15402,train,25,21,19,2,47,0.03239133400347782,success
15403,test,25,25,12,13,7,0.03455108300113352,success
15404,train,25,9,7,2,6,0.0264285830053268,success
15405,train,25,22,20,2,53,0.03655583300133003,success
15406,train,25,17,15,2,18,0.029134834003343713,success
15407,train,25,6,4,2,2,0.023435709001205396,success
15408,train,25,4,2,2,1,0.021961833001114428,success
15409,train,25,3,1,2,1,0.02198912499443395,success
15410,train,25,25,23,2,50,0.033892999999807216,success
15411,test,25,25,23,2,65,0.03427087499585468,success
15412,train,25,25,23,2,56,0.03320416600035969,success
15413,train,25,21,19,2,28,0.030832625001494307,success
15414,train,25,7,5,2,5,0.023728166001092177,success
15415,train,25,18,16,2,19,0.030453291998128407,success
15416,train,25,22,20,2,55,0.03206983300333377,success
15417,train,25,14,12,2,12,0.02723554099793546,success
15418,train,25,14,12,2,10,0.027092125004855916,success
15419,val,25,25,3,22,2,0.03240545799781103,success
15420,train,25,24,22,2,47,0.03378725000220584,success
15421,train,25,20,18,2,35,0.032077916999696754,success
15422,val,25,25,7,18,6,0.03201558300497709,success
15423,train,25,3,1,2,1,0.021507458004634827,success
15424,val,25,25,9,16,6,0.032297166995704174,success
15425,train,25,24,22,2,34,0.03299329199944623,success
15426,train,25,21,19,2,27,0.031195040995953605,success
15427,train,25,12,10,2,7,0.027171667003131006,success
15428,train,25,10,8,2,5,0.02514208399952622,success
15429,train,25,25,23,2,48,0.03393566700106021,success
